rang,titre,sous_titre,auteurs,editeur,collection,isbn,format,prix,date,url_livre,url_couverture,score_titre,confiance_titre,justif_titre,score_description,confiance_description,source_incomplete,justif_description,ecart_titre_description,source_notation
742,Ethique de l'intelligence artificielle/abandon,,Vamparys Xavier,Maxima,,9782818810514,Grand format,28.80 €,31 Août 2021,https://www.librel.be/livre/9782818810514-ethique-de-l-intelligence-artificielle-abandon-vamparys-xavier/,https://images.epagine.fr/no_image.png,1,1,"« Abandon » suggère une perte, sens ambigu dans ce titre tronqué.",0,3,non,"Présentation académique des solutions et de la gouvernance pour une IA éthique, ton constructif.",1,agent
743,L'intelligence artificielle ; notre meilleur espoir,,"Badr Boussabat, Bruno Colmant",LUC PIRE,,9782875422064,Grand format,18.00 €,9 Juin 2020,https://www.librel.be/livre/9782875422064-l-intelligence-artificielle-notre-meilleur-espoir-badr-boussabat/,https://images.epagine.fr/064/9782875422064_1_m.jpg,0,3,« Notre meilleur espoir » : promesse explicitement positive.,0,3,non,"Ton optimiste, espoir explicite, aucune orientation négative, croissance éternelle promise.",0,agent
744,L'intelligence artificielle : ses enjeux en droit civil europeen,,Petrelluzzi Julia,Editions Universitaires Europeennes,,9783330872653,Grand format,36.90 €,18 Août 2017,https://www.librel.be/livre/9783330872653-l-intelligence-artificielle-ses-enjeux-en-droit-civil-europeen-petrelluzzi-julia/,https://images.epagine.fr/653/9783330872653_1_m.jpg,0,3,"« Enjeux en droit civil » : neutre, académique.",0,3,non,"Description juridique neutre sur la personnalité des robots, aucun cadrage négatif.",0,agent
746,Le chercheur de Genève : l'intelligence artificielle permettra-t-elle de conserver l'humain ?,,Roger Kantin,Les Trois Colonnes,,9782383265900,Grand format,17.10 €,1 Avril 2022,https://www.librel.be/livre/9782383265900-le-chercheur-de-geneve-l-intelligence-artificielle-permettra-t-elle-de-conserver-l-humain-roger-kantin/,https://images.epagine.fr/900/9782383265900_1_m.jpg,1,2,"Question sur « conserver l'humain » via l'IA, positive et vague.",2,2,non,"Roman thriller posant une question ouverte homme/contrôle, ambiguïté non tranchée en thèse.",-1,agent
747,Intelligence artificielle & démocratie,,Pierre-Alain Raphan,Librinova,,9791026256748,Grand format,14.90 €,15 Juin 2020,https://www.librel.be/livre/9791026256748-intelligence-artificielle-democratie-pierre-alain-raphan/,https://images.epagine.fr/748/9791026256748_1_m.jpg,0,3,"Neutre, juxtaposition IA/démocratie.",4,2,non,"Critique développée du pouvoir des oligopoles sur la démocratie, appel à agir.",-4,agent
748,"Intelligence artificielle, métavers, robots... : comment piloter l'entreprise 4.0",,"Collectif, Pascal Montagnon",Ma,,9782822410274,Grand format,25.90 €,23 Février 2023,https://www.librel.be/livre/9782822410274-intelligence-artificielle-metavers-robots-comment-piloter-l-entreprise-4-0-collectif-pascal-montagnon/,https://images.epagine.fr/274/9782822410274_1_m.jpg,0,3,Titre managérial neutre (entreprise 4.0).,0,3,non,Présentation entièrement positive de la transformation digitale de l'entreprise.,0,agent
749,Un monde meilleur ; et si l'intelligence artificielle humanisait notre avenir ?,,Hervé Cuillandre,Maxima,,9782840019480,Grand format,25.70 €,5 Avril 2018,https://www.librel.be/livre/9782840019480-un-monde-meilleur-et-si-l-intelligence-artificielle-humanisait-notre-avenir-herve-cuillandre/,https://images.epagine.fr/480/9782840019480_1_m.jpg,0,3,"« Un monde meilleur », « humanisait » : explicitement positif.",1,3,non,Rejette explicitement la « vision apocalyptique » ; machine présentée comme partenaire.,-1,agent
750,L'intelligence artificielle par la pratique,,"Michael Schumacher, Boi Faltings",PPUR,Metis Lyontech,9782889150755,Grand format,49.50 €,1 Juin 2017,https://www.librel.be/livre/9782889150755-l-intelligence-artificielle-par-la-pratique-2e-edition-michael-schumacher-boi-faltings/,https://images.epagine.fr/755/9782889150755_1_m.jpg,0,3,"Neutre, pratique.",0,3,non,Manuel académique neutre sur les bases de l'IA.,0,agent
751,Intelligence Artificielle et Marches financiers : Approche prospective des dérives potentielles,,Tabary,Editions Universitaires Europeennes,,9783841734198,Grand format,39.90 €,1 Décembre 2018,https://www.librel.be/livre/9783841734198-intelligence-artificielle-et-marches-financiers-approche-prospective-des-derives-potentielles-tabary/,https://images.epagine.fr/198/9783841734198_1_m.jpg,2,2,"« Dérives potentielles » : mot de risque, modéré, académique.",1,2,non,"Analyse balancée des risques et avantages d'une IA autonome, débat ouvert.",1,agent
753,"Intelligence Artificielle, Communication Artificielle ? Un décryptage inédit sur l'enjeu majeur du XXIe siècle",,"Collectif, Gilles Wybo, Matthias Leridon",Nouveaux Debats Publics,,9782385950118,Grand format,18.00 €,30 Octobre 2025,https://www.librel.be/livre/9782385950118-intelligence-artificielle-communication-artificielle-un-decryptage-inedit-sur-l-enjeu-majeur-du-xxie-siecle-collectif/,https://images.epagine.fr/118/9782385950118_1_m.jpg,0,2,"Titre analytique/interrogatif, aucun mot de menace fort.",2,2,non,"Enjeux (désinformation, éthique) évoqués parmi d'autres, conclusion positive et mesurée.",-2,agent
754,"Un discours de la méthode au XXIe siècle : risques et limites de l'""intelligence artificielle""",,William Fauriat,Librinova,,9791040502654,Grand format,15.90 €,8 Mars 2022,https://www.librel.be/livre/9791040502654-un-discours-de-la-methode-au-xxie-siecle-risques-et-limites-de-l-intelligence-artificielle-william-fauriat/,https://images.epagine.fr/654/9791040502654_1_m.jpg,2,3,« Risques et limites » explicites mais cadre académique non dramatique.,0,2,non,IA mentionnée en fin de propos philosophique neutre sur la décision.,2,agent
755,"Futuribles 426, septembre-octobre 2018. L'intelligence artificielle : Entreprise et bien commun",,"Marthe De La Taille-Rivero, Hubert Landier, André-yves Portnoff, Jean-Francois Soupizet, Henri Wallard",Futuribles,,9782843874390,Grand format,22.00 €,29 Août 2018,https://www.librel.be/livre/9782843874390-futuribles-426-septembre-octobre-2018-l-intelligence-artificielle-entreprise-et-bien-commun-marthe-de-la-taille-rivero-hubert-landier-andre-yves-portnoff-jean-francois-soupizet-henri-wallard/,https://images.epagine.fr/390/9782843874390_1_m.jpg,0,3,Titre de revue neutre (entreprise et bien commun).,0,2,non,"Sommaire de revue listant un article « opportunités et risques », neutre.",0,agent
758,Intelligence artificielle appliquée aux jeux vidéos,,"Olivier Georget, Davy Gertrude",Editions Universitaires Europeennes,,9783841775085,Poche,49.90 €,1 Novembre 2018,https://www.librel.be/livre/9783841775085-intelligence-artificielle-appliquee-aux-jeux-videos-olivier-georget-davy-gertrude/,https://images.epagine.fr/085/9783841775085_1_m.jpg,0,3,"Neutre, application ludique (jeux vidéo).",0,3,non,"Description technique de l'apprentissage automatique appliqué aux jeux vidéo, neutre.",0,agent
759,GPTizeME : Le journaliste est-il condamné par  l'intelligence artificielle ?,,Christophe Charlot,Chronica,,9782931115640,Grand format,16.00 €,20 Novembre 2025,https://www.librel.be/livre/9782931115640-gptizeme-le-journaliste-est-il-condamne-par-l-intelligence-artificielle-christophe-charlot/,https://images.epagine.fr/640/9782931115640_1_m.jpg,4,3,"« Condamné » : menace de remplacement professionnel, quasi frontale.",2,2,non,"Enquête sur le journalisme et l'IA, ton léger et autodérision, résolution constructive.",2,agent
760,"Éthique, politique, religions n.22 : L'éthique de l'intelligence artificielle à travers les dispositifs et les pouvoirs",,Collectif,Classiques Garnier,"Éthique, Politique, Religions",9782406150534,Revue,23.00 €,19 Juillet 2023,https://www.librel.be/livre/9782406150534-ethique-politique-religions-n-22-l-ethique-de-l-intelligence-artificielle-a-travers-les-dispositifs-et-les-pouvoirs-collectif/,https://images.epagine.fr/534/9782406150534_1_m.jpg,0,3,"Neutre, académique (dispositifs, pouvoirs).",0,3,non,"Présentation institutionnelle d'une revue philosophique, sans lien direct à une menace IA.",0,agent
761,L'Intelligence artificielle autonome,,Julien Dias,Librinova,,9791040568544,Grand format,19.00 €,1 Octobre 2025,https://www.librel.be/livre/9791040568544-l-intelligence-artificielle-autonome-julien-dias/,https://images.epagine.fr/544/9791040568544_1_m.jpg,0,2,"« Autonome » descriptif technique, pas un mot de menace direct.",1,2,non,"Roman SF posant une question ouverte salut/chute de l'humanité, non tranchée.",-1,agent
762,Intelligence artificielle,,"Collectif, Jean-Pierre Raffarin",GINKGO,Fondation Prospective Et Innovation,9782846794756,Grand format,10.00 €,3 Février 2021,https://www.librel.be/livre/9782846794756-intelligence-artificielle-collectif/,https://images.epagine.fr/756/9782846794756_1_m.jpg,0,3,"Titre nu, neutre.",2,2,non,"Exposé équilibré des enjeux IA, citation Hawking appelant à la vigilance.",-2,agent
764,60 min pour comprendre : Intelligences Artificielles,,Franck Franchin,Advixo,60 Min Pour Comprendre,9782940822294,Grand format,14.00 €,4 Février 2026,https://www.librel.be/livre/9782940822294-60-min-pour-comprendre-intelligences-artificielles-franck-franchin/,https://images.epagine.fr/294/9782940822294_1_m.jpg,0,3,"Neutre, pédagogique.",1,2,non,Panorama pédagogique de l'IA ; question emploi/asservissement parmi d'autres questions neutres.,-1,agent
768,Votre intelligence est humaine : Elle est sans limites Elle n'est en rien artificielle,,Jean Ducoulombier,Verone,,9791042310165,Grand format,10.55 €,10 Juillet 2025,https://www.librel.be/livre/9791042310165-votre-intelligence-est-humaine-elle-est-sans-limites-elle-n-est-en-rien-artificielle-jean-ducoulombier/,https://images.epagine.fr/165/9791042310165_1_m.jpg,0,3,Affirme l'inverse d'une menace : l'humain « sans limites ».,3,2,non,"Essai appelant à limiter le « prêt-à-penser » algorithmique, critique mesurée mais réelle.",-3,agent
771,Métamorphoses à l'ère de l'intelligence artificielle 25.1,,Collectif,The Next Mind,,9782959675928,Grand format,28.00 €,28 Mai 2025,https://www.librel.be/livre/9782959675928-metamorphoses-a-l-ere-de-l-intelligence-artificielle-25-1-collectif/,https://images.epagine.fr/928/9782959675928_1_m.jpg,1,1,"« Métamorphoses » évoque un changement vague, sans menace nommée.",0,2,non,Texte promotionnel générique sans contenu développé sur une menace.,1,agent
772,Intelligence artificielle: détection des fraudes douanières,,Efoe Sossou,Editions Universitaires Europeennes,,9786138448945,Poche,54.90 €,1 Avril 2019,https://www.librel.be/livre/9786138448945-intelligence-artificielle-detection-des-fraudes-douanieres-efoe-sossou/,https://images.epagine.fr/945/9786138448945_1_m.jpg,0,3,"Usage protecteur de l'IA (détection de fraude), pas une menace.",0,3,non,"Étude technique sur la détection de fraude douanière par IA, neutre.",0,agent
773,Supervision des processus industriels par l'intelligence artificielle,,Imad Manssouri,Editions Universitaires Europeennes,,9786202541275,Grand format,82.90 €,25 Janvier 2022,https://www.librel.be/livre/9786202541275-supervision-des-processus-industriels-par-l-intelligence-artificielle-imad-manssouri/,https://images.epagine.fr/275/9786202541275_1_m.jpg,0,3,"Neutre, terme technique « supervision des processus industriels ».",0,3,non,"Étude technique de classification neuronale, purement académique, aucune orientation négative.",0,agent
774,L'intelligence artificielle pour les développeurs ; concepts et implémentations en C#,,Virginie Mathivet,Eni,Datapro,9782409011405,Grand format,45.00 €,13 Décembre 2017,https://www.librel.be/livre/9782409011405-l-intelligence-artificielle-pour-les-developpeurs-concepts-et-implementations-en-c-2e-edition-virginie-mathivet/,https://images.epagine.fr/405/9782409011405_1_m.jpg,0,3,"Neutre, guide technique pour développeurs.",0,3,non,"Guide technique de programmation IA pour développeurs, ton neutre et pédagogique.",0,agent
775,Intelligence Artificielle Déviante,,Frédéric A. Roussel,Verone,,9791042316136,Grand format,10.55 €,26 Juin 2026,https://www.librel.be/livre/9791042316136-intelligence-artificielle-deviante-frederic-a-roussel/,https://images.epagine.fr/136/9791042316136_1_m.jpg,4,2,"« Déviante » qualifie frontalement l'IA, seul angle du titre.",4,2,non,IA incontrôlable menaçant de décider du destin de l'humanité : menace centrale du récit.,0,agent
776,"Concours ADELI de la meilleure nouvelle d'anticipation sur l'intelligence artificielle, édition 2021",,Adeli association,Books on Demand,,9782951789937,Grand format,8.50 €,4 Janvier 2022,https://www.librel.be/livre/9782951789937-concours-adeli-de-la-meilleure-nouvelle-d-anticipation-sur-l-intelligence-artificielle-edition-2021-adeli-association/,https://images.epagine.fr/937/9782951789937_1_m.jpg,0,3,"Neutre, concours littéraire d'anticipation.",0,3,non,"Présentation neutre d'un concours de nouvelles d'anticipation, sans thèse négative.",0,agent
778,Métamorphoses à l'ère de l'intelligence artificielle 25.2 : Métamorphoses à l'ère de l'intelligence,,Stéphane Amarsy,The Next Mind,,9782959675935,Grand format,28.00 €,12 Décembre 2025,https://www.librel.be/livre/9782959675935-metamorphoses-a-l-ere-de-l-intelligence-artificielle-25-2-metamorphoses-a-l-ere-de-l-intelligence-stephane-amarsy/,https://images.epagine.fr/935/9782959675935_1_m.jpg,0,3,"Neutre, « métamorphoses » sans mot de menace.",1,2,non,"Alarmiste sur l'inertie humaine et organisationnelle, pas sur l'IA comme menace.",-1,agent
779,L'intelligence Artificielle au service des Urgences Hospitalières,,Sébastien Schueller,Editions Universitaires Europeennes,,9786138491965,Grand format,39.90 €,1 Juillet 2019,https://www.librel.be/livre/9786138491965-l-intelligence-artificielle-au-service-des-urgences-hospitalieres-sebastien-schueller/,https://images.epagine.fr/965/9786138491965_1_m.jpg,0,3,« Au service de » : cadre positif/utilitaire.,0,3,non,"Texte sans rapport avec l'IA, sujet des urgences hospitalières.",0,agent
780,Intelligence artificielle : Syllabus Windows,,,Editions Universitaires Europeennes,,9786139523726,Grand format,39.90 €,25 Janvier 2022,https://www.librel.be/livre/9786139523726-intelligence-artificielle-syllabus-windows/,https://images.epagine.fr/726/9786139523726_1_m.jpg,0,3,"Neutre, support de cours technique.",0,1,oui,Description vide.,0,agent
781,C# et AWS ; coffret de 2 livres : exploitation des services cognitifs pour l'intelligence artificielle,,"Marc Israël, Sébastien Putier",Eni,Coffret Expert,9782409026713,Grand format,77.90 €,16 Septembre 2020,https://www.librel.be/livre/9782409026713-c-et-aws-coffret-de-2-livres-exploitation-des-services-cognitifs-pour-l-intelligence-artificielle-marc-israel-sebastien-putier/,https://images.epagine.fr/713/9782409026713_1_m.jpg,0,3,"« Exploitation » = usage technique, pas de menace.",0,3,non,"Présentation pratique de manuels techniques C#/AWS, entièrement neutre.",0,agent
782,Les métiers de l'intelligence artificielle,,Fabrice Mateo,L'Étudiant,,9782380151442,Grand format,13.90 €,5 Novembre 2020,https://www.librel.be/livre/9782380151442-les-metiers-de-l-intelligence-artificielle-fabrice-mateo/,https://images.epagine.fr/442/9782380151442_1_m.jpg,0,3,"Neutre, présentation de métiers.",1,2,non,« Métiers menacés » cité parmi des questions pratiques équilibrées sur les carrières IA.,-1,agent
785,"Métamorphoses 26.1 : À l'ère de l'intelligence artificielle, comment l'humain se reconfigure-t-il au coeur du basculement ?",,Stéphane Amarsy,The Next Mind,,9782959675942,Grand format,28.00 €,19 Juin 2026,https://www.librel.be/livre/9782959675942-metamorphoses-26-1-a-l-ere-de-l-intelligence-artificielle-comment-l-humain-se-reconfigure-t-il-au-coeur-du-basculement-stephane-amarsy/,https://images.epagine.fr/942/9782959675942_1_m.jpg,2,2,"« Basculement » évoque une incertitude modérée, non dramatique.",3,2,non,« Contrat social brisé » et enjeux critiques posés comme sujets de réflexion ouverte.,-1,agent
786,Des outils de l'intelligence artificielle dans la robotique mobile,,Fatma Boufera,Editions Universitaires Europeennes,,9786202266260,Grand format,49.90 €,1 Février 2018,https://www.librel.be/livre/9786202266260-des-outils-de-l-intelligence-artificielle-dans-la-robotique-mobile-fatma-boufera/,https://images.epagine.fr/260/9786202266260_1_m.jpg,0,3,"Neutre, technique robotique.",0,3,non,"Thèse technique sur la navigation robotique autonome, purement académique.",0,agent
787,L'intelligence artificielle de a a z,,Raphan Pierre-Alain,Librinova,,9791026284338,Grand format,19.90 €,10 Septembre 2021,https://www.librel.be/livre/9791026284338-l-intelligence-artificielle-de-a-a-z-raphan-pierre-alain/,https://images.epagine.fr/338/9791026284338_1_m.jpg,0,3,"Neutre, guide généraliste.",4,2,non,"Oligopoles manipulant les citoyens, équilibre des pouvoirs perturbé : critique développée et dominante.",-4,agent
789,"Le luxe à l'horizon 2030 : Création, marques et leadership à l'ère de l'intelligence artificielle",,Yves Hanania,Dunod,,9782100895205,Grand format,24.10 €,28 Octobre 2026,https://www.librel.be/livre/9782100895205-le-luxe-a-l-horizon-2030-creation-marques-et-leadership-a-l-ere-de-l-intelligence-artificielle-yves-hanania/,https://images.epagine.fr/no_image.png,0,3,"Neutre, prospective business/luxe.",0,3,non,"Analyse prospective du luxe, IA présentée comme bouleversant et enrichissant, ton neutre.",0,agent
790,150 idees de business avec l'intelligence artificielle,,Mike/Ivy,Miguel Marie,,9798399376936,Grand format,21.00 €,22 Juin 2023,https://www.librel.be/livre/9798399376936-150-idees-de-business-avec-l-intelligence-artificielle-mike-ivy/,https://images.epagine.fr/no_image.png,0,3,"Neutre, opportunités business.",0,1,oui,Description vide.,0,agent
792,Commande DTC par l'intelligence artificielle d'une machine asynchrone : Commande directe du couple par l'intelligence artificielle d'un moteur asynchrone à forte puissance,,Habib Benbouhenni,Editions Universitaires Europeennes,,9786139532230,Poche,54.90 €,25 Janvier 2022,https://www.librel.be/livre/9786139532230-commande-dtc-par-l-intelligence-artificielle-d-une-machine-asynchrone-commande-directe-du-couple-par-l-intelligence-artificielle-d-un-moteur-asynchrone-a-forte-puissance-habib-benbouhenni/,https://images.epagine.fr/230/9786139532230_1_m.jpg,0,3,"Neutre, technique électrotechnique.",0,3,non,"Étude technique de commande directe du couple par réseaux de neurones, neutre.",0,agent
793,Intelligence artificielle et Internet des Objets dans le bloc du futur,,Sylvain Beorchia,Editions Universitaires Europeennes,,9786202286985,Grand format,39.90 €,1 Septembre 2018,https://www.librel.be/livre/9786202286985-intelligence-artificielle-et-internet-des-objets-dans-le-bloc-du-futur-sylvain-beorchia/,https://images.epagine.fr/985/9786202286985_1_m.jpg,0,3,"Neutre, technique IoT.",0,3,non,"IA présentée comme facilitant le travail des endoscopistes, ton positif et technique.",0,agent
794,"Mots, les langages du politique n.139/2025 : Discours sur les enjeux éthiques de l'intelligence artificielle",,Julien Auboussier,Ens Lyon,"Mots, Les Langages Du Politique",9791036209482,Revue,20.00 €,17 Février 2026,https://www.librel.be/livre/9791036209482-mots-les-langages-du-politique-n-139-2025-discours-sur-les-enjeux-ethiques-de-l-intelligence-artificielle-julien-auboussier/,https://images.epagine.fr/482/9791036209482_1_m.jpg,1,2,"« Enjeux éthiques » vague, sans mot de menace fort.",0,3,non,Analyse universitaire neutre des discours sur l'éthique de l'IA.,1,agent
795,La boîte à quiz ; intelligence artificielle,,"Aurélie Jean, Amélia Matar",Marabout,,9782501145206,Grand format,10.90 €,25 Septembre 2019,https://www.librel.be/livre/9782501145206-la-boite-a-quiz-intelligence-artificielle-aurelie-jean-amelia-matar/,https://images.epagine.fr/206/9782501145206_1_m.jpg,0,3,"Neutre, jeu de quiz.",0,3,non,"Jeu de quiz sur l'IA et la robotique, ton ludique neutre.",0,agent
796,Intelligence artificielle et modélisation du risque de crédit,,Karim Amzile,Éditions L'Harmattan,L'Esprit Économique ; Série Cours Principaux,9782140311741,Grand format,29.00 €,24 Juillet 2023,https://www.librel.be/livre/9782140311741-intelligence-artificielle-et-modelisation-du-risque-de-credit-karim-amzile/,https://images.epagine.fr/741/9782140311741_1_m.jpg,0,3,"« Risque de crédit » = terme financier neutre, pas menace IA.",0,3,non,"Étude comparative de méthodes IA pour le risque de crédit, purement méthodologique.",0,agent
797,Taxer l'intelligence artificielle,,Xavier Oberson,Bsn Press,,9782940516360,Grand format,27.00 €,22 Mai 2025,https://www.librel.be/livre/9782940516360-taxer-l-intelligence-artificielle-xavier-oberson/,https://images.epagine.fr/360/9782940516360_1_m.jpg,2,2,"« Taxer » suggère un encadrement, incertitude modérée non dramatique.",0,3,non,"Analyse juridico-économique de la taxation de l'IA, ton académique neutre.",2,agent
799,The soccer interplanétaire : L'intelligence artificielle face à l'intelligence humaine,,Erdal Yagbasan,Les Trois Colonnes,,9791040619499,Grand format,17.10 €,7 Septembre 2025,https://www.librel.be/livre/9791040619499-the-soccer-interplanetaire-l-intelligence-artificielle-face-a-l-intelligence-humaine-erdal-yagbasan/,https://images.epagine.fr/499/9791040619499_1_m.jpg,2,2,"« Face à » : confrontation modérée IA/humain, ton ludique.",0,3,non,"Récit inspirant sur le sport virtuel et la résilience, IA entièrement positive.",2,agent
800,Vision du prochain niveau en matiere d'intelligence artificielle - modelisation du concept d'ia avan,,Sadique Shaikh Anwar,Editions Universitaires Europeennes,,9786139545872,Grand format,39.90 €,1 Avril 2020,https://www.librel.be/livre/9786139545872-vision-du-prochain-niveau-en-matiere-d-intelligence-artificielle-modelisation-du-concept-d-ia-avan-sadique-shaikh-anwar/,https://images.epagine.fr/no_image.png,0,3,"Neutre, terme prospectif technique.",0,3,non,"Vision futuriste enthousiaste de l'IA transformant l'humanité, ton célébratoire.",0,agent
801,Organic AI : Comment les stratégies de la nature peuvent révolutionner l'intelligence artificielle,,Bruno Maisonnier,Hermann,,9791037039606,Grand format,17.10 €,6 Décembre 2024,https://www.librel.be/livre/9791037039606-organic-ai-comment-les-strategies-de-la-nature-peuvent-revolutionner-l-intelligence-artificielle-bruno-maisonnier/,https://images.epagine.fr/606/9791037039606_1_m.jpg,0,3,"« Révolutionner » : positif, aucune menace.",0,3,non,"Approche constructive d'une IA plus légère inspirée du vivant, ton positif.",0,agent
802,Comment apprendre a travailler avec l'intelligence artificielle - horizons publics no 10 juillet-aou,,Berger-Levrault,Berger-Levrault,,9782701320441,Revue,29.90 €,20 Mai 2021,https://www.librel.be/livre/9782701320441-comment-apprendre-a-travailler-avec-l-intelligence-artificielle-horizons-publics-no-10-juillet-aou-berger-levrault/,https://images.epagine.fr/441/9782701320441_1_m.jpg,0,3,"Neutre, guide pratique.",0,1,oui,Description vide.,0,agent
803,Intelligence artificielle et assurances : Perspectives et défis à travers l'exemple de l'Ouzbékistan,,"Rustam Azimov, Christophe Trontin",Éditions L'Harmattan,Asie Centrale : Souffles D'Un Monde,9782336646886,Grand format,28.00 €,1 Septembre 2026,https://www.librel.be/livre/9782336646886-intelligence-artificielle-et-assurances-perspectives-et-defis-a-travers-l-exemple-de-l-ouzbekistan-rustam-azimov/,https://images.epagine.fr/886/9782336646886_1_m.jpg,1,2,"« Défis » vague, non dramatique, cadre académique.",0,3,non,"Description factuelle sur l'IA en assurance, aucun cadrage négatif.",1,agent
804,"Comment lutter contre le cancer grâce à l'Intelligence Artificielle : Innovations, prévention, diagnostic et perspectives thérapeutiques",,Jean Feder Maison,Bookmundo,,9789403928708,Poche,50.50 €,20 Août 2026,https://www.librel.be/livre/9789403928708-comment-lutter-contre-le-cancer-grace-a-l-intelligence-artificielle-innovations-prevention-diagnostic-et-perspectives-therapeutiques-jean-feder-maison/,https://images.epagine.fr/708/9789403928708_1_m.jpg,0,3,"« Lutter contre le cancer » : IA alliée, positif.",0,3,non,"IA en oncologie très positive, éthique mentionnée seulement en passant.",0,agent
806,Intelligence artificielle & droits fondamentaux,,"Vanessa Barbé, Stéphanie Mauclair",Epitoge,L'Unité Du Droit,9791092684438,Grand format,25.00 €,18 Octobre 2022,https://www.librel.be/livre/9791092684438-intelligence-artificielle-droits-fondamentaux-vanessa-barbe-stephanie-mauclair/,https://images.epagine.fr/438/9791092684438_1_m.jpg,1,2,"Juxtaposition neutre avec « droits fondamentaux », pas de menace nommée.",3,2,non,"Inquiétudes sur droits fondamentaux analysées juridiquement, question ouverte multidisciplinaire.",-2,agent
807,L'avocat face a l'intelligence artificielle,,Hawadier Bernard,Librinova,,9791026217602,Grand format,16.90 €,17 Avril 2018,https://www.librel.be/livre/9791026217602-l-avocat-face-a-l-intelligence-artificielle-hawadier-bernard/,https://images.epagine.fr/602/9791026217602_1_m.jpg,2,2,"« Face à » suggère un défi professionnel, sans menace nommée.",0,1,oui,Description vide.,2,agent
808,Concours scolaire ADELI de la meilleure nouvelle d'anticipation sur l'intelligence artificielle : Texte des 11 nouvelles sélectionnées dans le cadre du concours scolaire ADELI 2025,,Explorateurs Des Espaces Numériqu Adeli,Books on Demand,,9782488915007,Grand format,10.00 €,21 Juillet 2026,https://www.librel.be/livre/9782488915007-concours-scolaire-adeli-de-la-meilleure-nouvelle-d-anticipation-sur-l-intelligence-artificielle-texte-des-11-nouvelles-selectionnees-dans-le-cadre-du-concours-scolaire-adeli-2025-explorateurs-des-espa/,https://images.epagine.fr/007/9782488915007_1_m.jpg,0,3,"Neutre, concours scolaire littéraire.",0,3,non,"Concours scolaire créatif sur l'IA, ton pédagogique et positif.",0,agent
809,"Les z'infos ; l'intelligence artificielle, c'est quoi ?",,Collectif,Éditions Ouest-France,,9782737383380,Grand format,9.00 €,29 Mai 2020,https://www.librel.be/livre/9782737383380-les-z-infos-l-intelligence-artificielle-c-est-quoi-collectif/,https://images.epagine.fr/380/9782737383380_1_m.jpg,0,3,"Neutre, contenu jeunesse explicatif.",1,2,non,Peur évoquée puis contrebalancée par plaisir ; format ludique léger.,-1,agent
810,À faire peur - Une intelligence pas si artificielle,,"Lylian, Ingrid Chabbert, Paul Drouin, Arianna Farricella, Lorien",Soleil,,9782302109049,Grand format,11.50 €,8 Octobre 2026,https://www.librel.be/livre/9782302109049-a-faire-peur-une-intelligence-pas-si-artificielle-lylian-ingrid-chabbert-paul-drouin-arianna-farricella/,https://images.epagine.fr/049/9782302109049_1_m.jpg,4,2,"« À faire peur » : peur explicite et centrale, sans détour.",4,2,non,Pacte avec l'IA mène à un chemin dangereux ; thriller jeunesse centré sur le danger.,0,agent
811,"Art et societe, a l'ere de l'intelligence artificielle",,Moulon Dominique,Nouvelles éditions Scala,,9782359883442,Grand format,35.00 €,6 Novembre 2026,https://www.librel.be/livre/9782359883442-art-et-societe-a-l-ere-de-l-intelligence-artificielle-moulon-dominique/,https://images.epagine.fr/no_image.png,0,3,"Neutre, cadre académique art/société.",1,2,non,"Dérives évoquées mais lecture artistique sensible, pas de thèse de menace.",-1,agent
814,"La grande mutation de l'homme ; individualisme, transhumanisme, biotechnologie, intelligence artificielle en effervescence",,Christian Hortus,Librinova,,9791026229360,Grand format,21.90 €,2 Juillet 2019,https://www.librel.be/livre/9791026229360-la-grande-mutation-de-l-homme-individualisme-transhumanisme-biotechnologie-intelligence-artificielle-en-effervescence-christian-hortus/,https://images.epagine.fr/360/9791026229360_1_m.jpg,1,2,"« Mutation » et « effervescence » : changement vague, non menaçant.",3,2,non,"Portrait alarmant explicite sur mutations sociétales incluant l'IA, questions ouvertes.",-2,agent
818,"L'humain au temps de l'intelligence artificielle - enjeux ethiques, sociaux et spirituels",,Centre Teilhard De C,Saint-Leger,,9782385227432,Grand format,20.00 €,22 Octobre 2026,https://www.librel.be/livre/9782385227432-l-humain-au-temps-de-l-intelligence-artificielle-enjeux-ethiques-sociaux-et-spirituels-centre-teilhard-de-c/,https://images.epagine.fr/no_image.png,1,2,"« Enjeux éthiques, sociaux et spirituels » : vague, non alarmant.",0,1,oui,Description vide.,1,agent
820,"Gouvernance et audit de l'intelligence artificielle et ses outils. : Gouvernance, Risques, Conformité, Audit de l'IA.",,Pierre érol Giraudy,Books on Demand,,9782322855971,Grand format,21.99 €,20 Juillet 2026,https://www.librel.be/livre/9782322855971-gouvernance-et-audit-de-l-intelligence-artificielle-et-ses-outils-gouvernance-risques-conformite-audit-de-l-ia-pierre-erol-giraudy/,https://images.epagine.fr/971/9782322855971_1_m.jpg,1,2,"« Risques » noyé dans sigle GRC administratif, non dramatique.",2,2,non,Risques de conformité réels mais traités par méthode pratique de gouvernance.,-1,agent
